Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SRR30861169	SRR30861170	SRR30861171	SRR30861166	SRR30861167	SRR30861168	external_gene_name	gene_biotype
ENSG00000181991	354.9193735	-0.431698405	0.379588848	-1.137278946	0.255421693	0.555499655	294.0041632	543.3466722	269.4817237	488.1909507	276.6195747	257.8731566	MRPS11	protein_coding
ENSG00000182004	682.7487941	-0.35221422	0.24773223	-1.421753724	0.155097758	0.409847792	826.886709	755.1041366	769.2566259	528.8735299	646.5508894	569.820874	SNRPE	protein_coding
ENSG00000182010	1240.399467	0.323104989	0.260826046	1.238775783	0.215428545	0.501685724	1169.73038	860.1621034	1364.34194	1098.429639	1494.882496	1454.850243	RTKN2	protein_coding
ENSG00000182022	419.3571999	-0.882545824	0.308369174	-2.861978103	0.00421006	0.028737383	621.3739305	501.4876385	597.9881695	162.7303169	317.354649	315.2084949	CHST15	protein_coding
ENSG00000182054	766.6041793	-2.131251933	0.287210356	-7.420526073	1.17E-13	5.80E-12	1072.051365	1543.038888	1019.869791	406.8257922	282.3035385	275.5357016	IDH2	protein_coding
ENSG00000182077	12.22824362	-4.482318602	1.309368429	-3.423267662	0.000618731	0.00596439	20.7930576	25.44372634	25.64188753	0	0.94732731	0.543462922	PTCHD3	protein_coding
ENSG00000182095	2760.085542	-1.021998792	0.207976619	-4.914008105	8.92E-07	1.86E-05	3562.382682	3562.121688	3793.547927	2237.541857	1675.348349	1729.57075	TNRC18	protein_coding
ENSG00000182103	19.92841169	3.839308111	1.149384695	3.340316022	0.000836831	0.007736202	2.901356874	4.924592195	0.483809199	40.68257922	35.52477414	35.05335848	FAM181B	protein_coding
ENSG00000182108	262.5203407	-0.360010744	0.346394842	-1.039307462	0.298661766	0.607179535	296.9055201	300.4001239	250.6131649	325.4606338	192.7811077	208.9614936	DEXI	protein_coding
ENSG00000182111	22.61715192	-3.674928612	0.990037647	-3.711907948	0.000205703	0.002350752	45.9381505	36.93444146	46.92949227	0	2.368318276	3.532508994	ZNF716	protein_coding
ENSG00000182117	711.5695345	0.077236242	0.311446186	0.247992257	0.804140398	0.942696611	546.4222112	847.8506229	518.1596518	1098.429639	664.5501083	594.004974	NOP10	protein_coding
ENSG00000182118	6.302771767	-1.027186828	1.623245957	-0.63279802	0.52686555	0.804509758	11.12186802	9.84918439	8.708565576	0	3.789309242	4.347703378	FAM89A	protein_coding
ENSG00000182134	218.6186005	-0.924910067	0.443008509	-2.087793008	0.036816511	0.153266235	319.1492561	311.890839	307.2188411	0	200.3597262	173.0929407	TDRKH	protein_coding
ENSG00000182149	1064.277948	-0.067205444	0.22462053	-0.299195468	0.764790907	0.92745493	1161.026309	1149.071512	1024.707883	935.6993221	1067.637879	1047.524783	IST1	protein_coding
ENSG00000182150	1037.134883	0.115698458	0.249869824	0.463034936	0.643339326	0.874688538	1062.380175	847.8506229	1164.528741	854.3341637	1130.161481	1163.554116	ERCC6L2	protein_coding
ENSG00000182154	222.6995107	-0.85186135	0.427078206	-1.994626129	0.046083672	0.181195708	214.2168492	422.6941634	175.6227391	203.4128961	168.6242613	151.6261553	MRPL41	protein_coding
ENSG00000182158	950.4842584	2.082305111	0.241537436	8.621045037	6.63E-18	4.46E-16	422.1474251	316.8154312	413.1730557	1342.525114	1556.932435	1651.312089	CREB3L2	protein_coding
ENSG00000182165	34.34744368	-0.001397577	0.799471581	-0.001748126	0.998605198	0.999763263	46.42170998	40.21750293	35.3180715	0	44.99804725	39.1293304	TP53TG1	lncRNA
ENSG00000182168	482.1576062	-5.438605065	1.064475776	-5.109186314	3.24E-07	7.31E-06	1064.797973	700.9336224	1019.869791	81.36515844	9.94693676	16.03215621	UNC5C	protein_coding
ENSG00000182173	171.2257109	-1.044754312	0.42988958	-2.430285267	0.015086943	0.078523856	197.2922674	303.6831854	215.2950934	40.68257922	130.7311688	139.669971	TSEN54	protein_coding
ENSG00000182179	14.44339401	1.492102219	1.163107039	1.282858902	0.199541514	0.479343224	6.769832706	5.745357561	5.805710384	40.68257922	15.15723697	12.49964721	UBA7	protein_coding
ENSG00000182180	1738.702424	-0.35000141	0.243959783	-1.434668476	0.151381591	0.40377604	1775.146847	2390.068745	1545.286581	1749.350907	1527.565288	1444.796179	MRPS16	protein_coding
ENSG00000182185	121.8408926	0.772564235	0.480721586	1.607092873	0.108033996	0.326394901	103.4817285	96.02954781	104.5027869	40.68257922	203.2017081	183.1470048	RAD51B	protein_coding
ENSG00000182196	6.057169959	-0.795739398	1.656459305	-0.480385721	0.630953146	0.867826925	9.187630101	9.028419025	8.708565576	0	6.157627518	3.260777533	ARL6IP4	protein_coding
ENSG00000182197	848.2784163	2.382138687	0.242548062	9.821305806	9.12E-23	8.20E-21	320.5999346	265.1072132	292.220756	1139.112218	1527.565288	1545.065088	EXT1	protein_coding
ENSG00000182199	745.2087438	0.937199583	0.292321727	3.206055165	0.001345682	0.011371981	447.2925181	640.1969854	368.6626094	1220.477377	886.2246989	908.3982745	SHMT2	protein_coding
ENSG00000182208	146.1278835	-0.199218004	0.428169899	-0.46527793	0.641732437	0.874031634	147.9692006	198.6252185	138.85324	81.36515844	161.0456428	148.9088407	MOB2	protein_coding
ENSG00000182218	65.73095593	0.280670219	0.566562643	0.495391326	0.620323917	0.860995692	67.21476758	63.19893317	62.41138663	40.68257922	82.89113966	77.98692934	HHIPL1	protein_coding
ENSG00000182220	674.1727542	-0.20856368	0.250010119	-0.834220956	0.404156484	0.715025374	849.1304451	659.8953542	754.7423499	528.8735299	641.8142528	610.5805931	ATP6AP2	protein_coding
ENSG00000182224	19.58374072	-0.414942627	1.021266739	-0.40630191	0.684520782	0.893637584	25.62865239	28.72678781	21.77141394	0	16.10456428	25.27102588	CYB5D1	protein_coding
ENSG00000182247	261.7544217	0.558804416	0.328122937	1.703033688	0.088561764	0.286642955	218.5688845	236.3804254	202.232245	244.0954753	333.9328769	335.316623	UBE2E2	protein_coding
ENSG00000182253	1241.983504	-0.15187334	0.227836039	-0.666590504	0.505033737	0.791659968	1235.010909	1218.836568	1471.263773	1017.064481	1220.63124	1289.094052	SYNM	protein_coding
ENSG00000182263	529.6467851	0.999046054	0.32710087	3.054244567	0.002256281	0.017391555	402.805046	259.3618556	468.3273043	447.5083714	795.2812771	804.5968564	FIGN	protein_coding
ENSG00000182272	542.3423918	-0.458639926	0.331565951	-1.383253993	0.166587	0.430547962	619.4396926	639.37622	514.7729874	772.9690052	350.9847685	356.511677	B4GALNT4	protein_coding
ENSG00000182287	141.0638617	0.453813194	0.408230558	1.11165905	0.266284773	0.570132497	127.176143	119.0109781	127.7256284	122.0477377	183.3078346	167.1148486	AP1S2	protein_coding
ENSG00000182307	405.2418241	-0.007807511	0.292138319	-0.026725391	0.978678761	0.994707312	379.1106315	445.6755937	352.6969058	488.1909507	386.9832063	378.7936568	C8orf33	protein_coding
ENSG00000182308	7.106658922	0.993762419	1.559953214	0.637046297	0.524094687	0.803107695	6.769832706	6.566122927	4.838091987	0	14.68357331	9.7823326	DCAF4L1	protein_coding
ENSG00000182325	75.73104584	-1.027217346	0.532774921	-1.928051237	0.053848753	0.203120767	106.3830854	112.4448551	92.89136614	40.68257922	47.36636552	54.61802368	FBXL6	protein_coding
ENSG00000182359	50.32282072	1.017161458	0.636155147	1.598920425	0.109838285	0.329874833	31.91492561	26.26449171	37.2533083	81.36515844	67.26023904	57.87880122	KBTBD3	protein_coding
ENSG00000182372	103.8433918	-0.252075678	0.46366707	-0.543656633	0.58667778	0.841557026	102.998169	119.0109781	100.6323133	122.0477377	91.41708546	86.95406756	CLN8	protein_coding
ENSG00000182378	917.5795358	-1.021502021	0.253569993	-4.028481478	5.61E-05	0.000772138	1076.4034	1488.047608	1049.865961	650.9212676	606.2894787	633.9494988	PLCXD1	protein_coding
ENSG00000182379	12.34578434	-0.455298773	1.234083509	-0.368936761	0.712174862	0.907371656	11.6054275	22.98143024	12.09522997	0	13.26258235	14.13003598	NXPH4	protein_coding
ENSG00000182389	232.378417	2.234108254	0.392810401	5.687497712	1.29E-08	3.53E-07	94.77765788	60.73663707	110.7923065	244.0954753	467.0323641	416.8360613	CACNB4	protein_coding
ENSG00000182400	259.6054235	0.850427737	0.341657778	2.489121545	0.012805918	0.069233173	222.4373603	183.851442	202.232245	203.4128961	379.4045878	366.2940096	TRAPPC6B	protein_coding
ENSG00000182405	66.29911929	0.263568055	0.569740595	0.462610629	0.643643489	0.874690188	53.19154269	59.09510634	74.50661659	40.68257922	83.36480332	86.95406756	PGBD4	protein_coding
ENSG00000182473	1665.39761	-0.958728294	0.216596561	-4.426332024	9.58E-06	0.000162279	2073.019486	2419.616299	2010.22722	1261.159956	1096.057698	1132.304998	EXOC7	protein_coding
ENSG00000182481	3572.570074	0.165801184	0.187876134	0.88250264	0.377505053	0.691106974	3664.413732	3244.485491	3405.04914	3539.384392	3870.77939	3711.308296	KPNA2	protein_coding
ENSG00000182484	63.84317087	-0.568018229	0.566211043	-1.003191717	0.315768368	0.626071105	71.56680289	82.89730195	77.40947178	40.68257922	57.78696594	52.71590346	WASH6P	protein_coding
ENSG00000182504	793.7790275	0.220800135	0.27704837	0.796973235	0.425466576	0.733256303	788.2019507	651.6877005	862.147992	528.8735299	942.1170102	989.6459814	CEP97	protein_coding
ENSG00000182512	341.2597662	-0.359922262	0.307701588	-1.169712074	0.242116858	0.538110864	363.6367282	448.9586551	334.7959655	284.7780546	314.0390034	301.3501904	GLRX5	protein_coding
ENSG00000182518	98.03702559	-0.175188504	0.472980082	-0.370392984	0.7110897	0.90683235	88.97494413	122.2940395	97.72945813	81.36515844	93.78540373	104.0731496	VCF2	protein_coding
ENSG00000182534	625.9115915	-0.478020516	0.272810292	-1.752208517	0.07973796	0.26692191	681.3353059	874.93588	606.6967351	528.8735299	550.870831	512.7572671	MXRA7	protein_coding
ENSG00000182544	219.5953794	0.403289893	0.406787852	0.991401025	0.3214898	0.632709188	143.6171653	183.851442	159.6570356	447.5083714	189.4654621	193.4728003	MFSD5	protein_coding
ENSG00000182551	579.3375623	0.007680519	0.274018842	0.028029164	0.97763889	0.994707312	504.836096	612.2909629	520.0948886	772.9690052	559.8704405	505.9639806	ADI1	protein_coding
ENSG00000182552	479.3173628	0.840306364	0.264937713	3.171712911	0.001515427	0.012490095	294.9712822	365.2405878	346.8911954	569.5561091	665.0237719	634.2212302	RWDD4	protein_coding
ENSG00000182600	57.29819244	0.483487976	0.635465094	0.760841123	0.446751968	0.749459652	40.13543675	41.03826829	40.63997269	122.0477377	52.10300207	47.82473716	SNORC	protein_coding
ENSG00000182606	628.8437515	0.894444209	0.254033606	3.520968049	0.000429974	0.00439226	480.1745626	399.7127332	482.8415803	732.286426	818.0171326	860.0300744	TRAK1	protein_coding
ENSG00000182628	343.6411621	0.723186478	0.300660053	2.40532944	0.016157892	0.082892589	264.9905945	275.7771629	264.1598225	325.4606338	457.5590909	473.8996682	SKA2	protein_coding
ENSG00000182648	119.7067777	-1.031616611	0.454593075	-2.269318799	0.023248946	0.108490149	170.2129366	161.6907771	174.1713115	40.68257922	80.99648504	90.48657655	RNF32-DT	lncRNA
ENSG00000182685	8.413310072	-1.147732441	1.442755245	-0.795514308	0.426314391	0.733899449	16.92458176	11.49071512	12.09522997	0	4.262972897	5.706360683	BRICD5	protein_coding
ENSG00000182700	102.2707423	-0.724281984	0.516369465	-1.402642938	0.160723341	0.419310609	147.4856411	89.46342488	170.3008379	40.68257922	85.25945794	80.43251249	IGIP	protein_coding
ENSG00000182704	106.0634313	-1.084716633	0.458049388	-2.368121562	0.01787866	0.089131901	130.0774998	151.8415927	138.3694308	81.36515844	64.89192077	69.83498551	TSKU	protein_coding
ENSG00000182712	8.461014157	0.292207072	1.445312027	0.20217577	0.839779315	0.952794054	13.53966541	9.028419025	7.25713798	0	12.78891869	8.151943833	CMC4	protein_coding
ENSG00000182718	11428.25454	-0.139421647	0.193967957	-0.718787005	0.472272165	0.769586265	10942.46745	13930.85055	10473.01772	11024.97897	11173.25196	11024.96057	ANXA2	protein_coding
ENSG00000182749	285.9935248	0.262458947	0.320150166	0.819799503	0.412330414	0.72293643	249.0331317	296.2962971	237.0665073	284.7780546	303.1447393	345.6424185	PAQR7	protein_coding
ENSG00000182759	16.13505216	-2.385351545	1.118030349	-2.133530227	0.032881255	0.140966362	26.11221186	32.00984927	27.57712432	0	7.578618484	3.532508994	MAFA	protein_coding
ENSG00000182768	359.2272186	-0.162771959	0.35111829	-0.463581544	0.64294758	0.874688538	295.9384011	420.2318673	305.2836044	569.5561091	284.1981931	280.1551364	NGRN	protein_coding
ENSG00000182774	172.8842974	-0.739514455	0.477424466	-1.548966397	0.121389798	0.350841163	171.663615	224.8897102	164.9789367	284.7780546	94.25906739	96.73640016	RPS17	protein_coding
ENSG00000182791	18.67209852	-1.3844902	1.053759834	-1.313857442	0.188894183	0.463836294	30.46424718	36.1136761	22.25522314	0	8.525945794	14.6734989	CCDC87	protein_coding
ENSG00000182796	5.923719211	0.050286734	1.666604022	0.030173174	0.975928943	0.994447129	5.319154269	9.028419025	5.805710384	0	8.052282139	7.33674945	TMEM198B	transcribed_unitary_pseudogene
ENSG00000182809	412.6777761	-3.693930949	0.379781752	-9.726457191	2.33E-22	2.04E-20	659.5751293	1002.975277	575.7329464	122.0477377	57.31330228	58.42226414	CRIP2	protein_coding
ENSG00000182810	70.81557438	-0.409770567	0.579919498	-0.706599051	0.479815679	0.774700747	64.79697018	107.5202629	54.18663025	81.36515844	57.78696594	59.23745852	DDX28	protein_coding
ENSG00000182827	743.5006387	0.292312079	0.243437986	1.200766092	0.229841949	0.520937185	632.979358	618.8570859	743.1309291	772.9690052	850.6999248	842.3675294	ACBD3	protein_coding
ENSG00000182831	1461.285358	0.229183089	0.230091321	0.996052732	0.319224525	0.630366327	1553.676606	1149.071512	1509.968509	1301.842535	1624.666337	1628.486646	HAPSTR1	protein_coding
ENSG00000182872	541.7240196	-1.133126803	0.293286607	-3.863547725	0.000111752	0.001401633	716.1515884	862.6243995	708.780476	203.4128961	356.6687324	402.7060254	RBM10	protein_coding
ENSG00000182873	10.80609824	-0.004109124	1.311103363	-0.003134096	0.997499357	0.999575216	13.53966541	8.207653659	16.44951275	0	14.68357331	11.95618429	PRKCZ-AS1	lncRNA
ENSG00000182890	6.372746791	-0.308136734	1.619424208	-0.190275489	0.849093259	0.955808176	6.286273227	11.49071512	6.289519583	0	7.104954828	7.065017989	GLUD2	protein_coding
ENSG00000182899	3867.160095	-0.389299318	0.254251422	-1.531158861	0.125730135	0.35774408	3037.720647	5826.613332	3470.847191	4475.083714	3376.748198	3015.947487	RPL35A	protein_coding
ENSG00000182903	592.7357248	0.664511837	0.299310878	2.220139281	0.026409314	0.119252654	476.7896463	374.2690068	578.6358016	488.1909507	813.280496	825.2484474	ZNF721	protein_coding
ENSG00000182919	242.0840564	0.456980702	0.326605333	1.399183221	0.161758047	0.421410178	205.0292191	197.8044532	208.5217646	284.7780546	275.6722473	280.6985993	C11orf54	protein_coding
ENSG00000182923	387.2986571	-0.371799139	0.329846595	-1.127188047	0.259662983	0.561116973	441.4898043	325.8438502	563.6377164	284.7780546	367.5629965	340.4795208	CEP63	protein_coding
ENSG00000182934	1907.823559	0.051930808	0.213038646	0.243762383	0.807414855	0.943399148	1737.912767	1930.440141	1792.029272	2359.589595	1818.868436	1808.101142	SRPRA	protein_coding
ENSG00000182952	685.6622131	0.407705539	0.279594378	1.458203635	0.144784422	0.393189331	613.1534193	606.5456054	632.3386226	447.5083714	928.8544279	885.5728318	HMGN4	protein_coding
ENSG00000182957	244.0107629	-0.571602908	0.353199043	-1.618359164	0.105585217	0.321514113	293.0370443	229.8143024	349.3102414	203.4128961	194.2020986	194.2879947	SPATA13	protein_coding
ENSG00000182963	2091.213134	0.003766951	0.206633866	0.018230077	0.985455309	0.996059845	2027.081336	2305.529913	1919.271091	1993.446382	2112.066239	2189.883845	GJC1	protein_coding
ENSG00000182973	446.1728587	0.526895119	0.269408072	1.955751047	0.050494488	0.19411384	338.0080758	386.5804873	354.6321426	528.8735299	529.5559665	539.3869503	CNOT10	protein_coding
ENSG00000182979	911.9819389	-0.798253825	0.243641142	-3.276350691	0.001051579	0.009279093	1112.186802	1166.307585	1102.117355	854.3341637	597.2898692	639.6558595	MTA1	protein_coding
ENSG00000182985	30.22571625	2.328435133	0.818918595	2.843304752	0.004464836	0.030237145	19.82593864	7.386888293	12.09522997	40.68257922	49.7346838	51.62897761	CADM1	protein_coding
ENSG00000182993	11.4864404	1.155074163	1.275936315	0.905275717	0.365319338	0.680141868	8.704070622	9.84918439	7.25713798	0	24.63051007	18.47773936	C12orf60	protein_coding
ENSG00000183010	987.173433	-0.493829303	0.309729722	-1.59438784	0.110849194	0.331697838	976.7901475	1516.774396	793.930895	1179.794797	737.0206475	718.7297146	PYCR1	protein_coding
ENSG00000183011	233.1873572	-0.379150789	0.501858904	-0.7554928	0.449953351	0.75228722	168.7622582	355.3914034	143.2075228	447.5083714	149.2040514	135.0505362	NAA38	protein_coding
ENSG00000183018	608.3421521	5.430722672	0.3137792	17.30746548	4.13E-67	2.63E-64	28.53000926	32.00984927	21.77141394	1464.572852	1025.481814	1077.686975	SPNS2	protein_coding
ENSG00000183020	1551.479006	-0.248314556	0.213073806	-1.165392221	0.243860265	0.539738891	1666.345965	1740.022576	1593.6675	1586.62059	1307.311688	1414.905718	AP2A2	protein_coding
ENSG00000183023	708.6136298	7.037637446	0.352124254	19.98623315	7.26E-89	1.06E-85	5.319154269	7.386888293	13.54665756	1220.477377	1514.776369	1490.175333	SLC8A1	protein_coding
ENSG00000183032	22.60625978	1.211253478	0.912126774	1.327944221	0.184196534	0.458325538	17.40814124	13.13224585	11.12761157	40.68257922	27.472492	25.81448881	SLC25A21	protein_coding
ENSG00000183044	8.759411734	-1.098680902	1.41050647	-0.778926525	0.436022998	0.742160343	13.05610593	13.13224585	14.03046676	0	6.631291173	5.706360683	ABAT	protein_coding
ENSG00000183048	155.7065694	-1.096657483	0.517680049	-2.118407856	0.034140541	0.144627486	185.6868399	203.5498107	164.4951275	244.0954753	68.20756635	68.20459674	SLC25A10	protein_coding
ENSG00000183049	298.8285664	3.227541226	0.316928997	10.18379907	2.34E-24	2.35E-22	63.34629175	61.55740244	54.18663025	528.8735299	538.555576	546.4519683	CAMK1D	protein_coding
ENSG00000183054	18.16988541	-0.796760973	1.039712894	-0.766327875	0.443481236	0.747358352	28.53000926	24.62296098	25.15807833	0	16.57822793	14.13003598	RGPD6	protein_coding
ENSG00000183060	70.16852536	-0.463363764	0.54852505	-0.844744946	0.398253259	0.709759242	102.0310501	73.86888293	85.63422816	40.68257922	56.83963863	61.95477313	LYSMD4	protein_coding
ENSG00000183087	179.4023133	-1.015976391	0.388393384	-2.615843711	0.008900729	0.052326578	255.8029644	242.1257829	204.1674818	162.7303169	109.4163044	102.1710294	GAS6	protein_coding
ENSG00000183091	10.99083683	-0.449985251	1.288934898	-0.349114026	0.727003707	0.914504845	17.40814124	11.49071512	15.96570356	0	11.84159138	9.238869678	NEB	protein_coding
ENSG00000183092	584.3393217	0.282522582	0.265261869	1.065070463	0.286844044	0.592353152	505.803215	482.6100351	535.0929737	813.6515844	579.764314	589.1138077	BEGAIN	protein_coding
ENSG00000183098	22.30912966	-5.22990062	1.078007075	-4.851452965	1.23E-06	2.48E-05	53.67510217	36.1136761	42.57520948	0	0.94732731	0.543462922	GPC6	protein_coding
ENSG00000183111	42.11112571	-1.741085178	0.728197097	-2.390953199	0.016804695	0.08526601	56.57645904	64.8404639	56.60567624	40.68257922	18.47288255	15.48869328	ARHGEF37	protein_coding
ENSG00000183114	13.71305782	-0.441773462	1.284315951	-0.343975687	0.73086457	0.91564243	11.6054275	8.207653659	11.61142077	40.68257922	4.736636552	5.434629222	FAM43B	protein_coding
ENSG00000183137	1131.704869	0.276007597	0.238857111	1.155534352	0.247871674	0.544931713	976.7901475	984.0976737	1143.241136	935.6993221	1412.938684	1337.462252	CEP57L1	protein_coding
ENSG00000183150	16.42860836	0.771333245	1.090140293	0.70755411	0.479222199	0.774429851	14.02322489	12.31148049	16.44951275	0	30.78813759	24.99929442	GPR19	protein_coding
ENSG00000183155	245.6082478	-0.68273585	0.334582855	-2.040558382	0.041294742	0.166794357	263.539916	343.0799229	278.6740984	203.4128961	197.9914079	186.9512452	RABIF	protein_coding
ENSG00000183161	157.0920166	0.572564633	0.385230462	1.486291168	0.137202122	0.379106637	130.5610593	122.2940395	124.3389641	203.4128961	189.9391257	172.0060149	FANCF	protein_coding
ENSG00000183208	117.1363397	0.05610648	0.476229792	0.117813882	0.90621513	0.973258588	102.998169	106.6994976	98.69707653	203.4128961	90.46975815	100.5406406	GDPGP1	protein_coding
ENSG00000183242	36.69543099	-0.222334694	0.724040579	-0.307074907	0.758786357	0.924742554	31.91492561	36.93444146	43.05901868	40.68257922	37.41942876	30.16219218	WT1-AS	lncRNA
ENSG00000183258	464.1127569	-0.805204115	0.31229413	-2.578351744	0.009927289	0.05690145	538.2017001	677.9521922	470.2625411	488.1909507	302.197412	307.8717454	DDX41	protein_coding
ENSG00000183283	1471.130569	-0.008597174	0.210901053	-0.040764017	0.967484026	0.992669425	1570.601188	1502.821385	1445.621886	1301.842535	1499.145469	1506.750952	DAZAP2	protein_coding
ENSG00000183291	1045.085009	0.108671523	0.24729621	0.439438694	0.660343695	0.882245798	1055.126783	1021.852881	1047.930724	732.286426	1258.997996	1154.315247	SELENOF	protein_coding
ENSG00000183298	200.4970891	-0.018016833	0.411847736	-0.043746345	0.965106596	0.992104951	174.0814124	273.3148668	180.4608311	81.36515844	252.4627282	241.2975375	RPSAP19	processed_pseudogene
ENSG00000183308	6.677248333	-0.49166331	1.580370894	-0.31110628	0.755719827	0.924742554	7.736951664	9.84918439	9.192374774	0	7.578618484	5.706360683		lncRNA
ENSG00000183309	692.0305945	-0.062633855	0.24357862	-0.257140197	0.797070547	0.939433278	820.1168763	644.3008122	724.2623704	650.9212676	659.3398081	653.2424325	ZNF623	protein_coding
ENSG00000183317	46.36129601	-0.509279968	0.652555389	-0.78043945	0.435132255	0.741418841	48.3559479	59.09510634	52.25139345	40.68257922	34.57744683	43.20530232	EPHA10	protein_coding
ENSG00000183323	228.7667139	0.29977352	0.339564	0.882818909	0.377334122	0.691106974	194.3909105	212.5782298	216.746521	203.4128961	283.2508658	262.22086	CCDC125	protein_coding
ENSG00000183337	1153.074228	-0.334568603	0.224635073	-1.489387202	0.136385437	0.377655009	1358.318576	1215.553507	1358.052421	895.0167429	1003.219622	1088.284502	BCOR	protein_coding
ENSG00000183340	201.2059868	0.007338004	0.398529239	0.018412712	0.985309611	0.996059845	201.1607433	193.7006263	245.7750729	81.36515844	243.9367824	241.2975375	JRKL	protein_coding
ENSG00000183346	12.10188079	-2.135199856	1.260202241	-1.694331106	0.090202383	0.290223247	17.89170072	29.54755317	15.48189436	0	6.157627518	3.532508994	CABCOCO1	protein_coding
ENSG00000183354	315.0345063	0.230957163	0.32990977	0.700061605	0.483888833	0.777509925	321.083494	269.21104	335.7635839	203.4128961	373.2469603	387.4890635	BRD10	protein_coding
ENSG00000183386	136.9885605	-1.361053668	0.423854199	-3.211136454	0.001322111	0.011218054	176.0156503	229.8143024	177.0741667	81.36515844	71.52321194	86.13887317	FHL3	protein_coding
ENSG00000183426	75.6409286	-0.98609821	0.602647918	-1.636275808	0.101781877	0.313603725	122.3405482	97.67107854	115.6303985	0	51.62933842	66.57420797	NPIPA1	protein_coding
ENSG00000183431	1400.133497	-0.457979795	0.222885034	-2.054780376	0.039900222	0.162324379	1518.376764	1811.429162	1532.223732	1017.064481	1283.154842	1238.552	SF3A3	protein_coding
ENSG00000183454	769.7972829	-1.0220796	0.259965653	-3.931594765	8.44E-05	0.001092969	1091.877304	848.6713883	1184.364918	488.1909507	499.7151563	505.9639806	GRIN2A	protein_coding
ENSG00000183458	25.3634892	-0.459106786	0.902755837	-0.508561415	0.611059681	0.856739096	34.81628249	19.69836878	26.60950593	40.68257922	15.15723697	15.21696182	PKD1P3	transcribed_unprocessed_pseudogene
ENSG00000183474	116.5002682	-0.751285645	0.451189832	-1.665120959	0.095888626	0.301375999	140.7158084	134.60552	143.2075228	122.0477377	84.78579428	73.63922596	GTF2H2C	protein_coding
ENSG00000183475	300.049401	0.034619333	0.317031074	0.109198547	0.913045012	0.975520365	302.7082338	256.8995595	311.5731239	366.143213	289.882157	273.0901184	ASB7	protein_coding
ENSG00000183495	2369.703942	-0.262398539	0.223057832	-1.176369985	0.23944706	0.53452795	2876.211781	2074.894845	2944.462783	2196.859278	1992.702998	2133.09197	EP400	protein_coding
ENSG00000183496	46.9288744	-0.576792089	0.710235521	-0.81211383	0.416726318	0.725916749	54.15866165	70.58582146	59.99234063	0	43.57705628	53.25936638	MEX3B	protein_coding
ENSG00000183508	410.6988789	-2.918150558	0.294370337	-9.913195019	3.65E-23	3.39E-21	778.0472017	687.8013766	728.6166532	81.36515844	89.99609449	98.36678892	TENT5C	protein_coding
ENSG00000183513	184.9420009	0.019396487	0.389286064	0.049825794	0.960261211	0.991268116	156.6732712	165.7946039	179.4932127	284.7780546	165.3086157	157.6042474	COA5	protein_coding
ENSG00000183520	598.9929592	-0.36674027	0.270201152	-1.357286108	0.17469032	0.443231235	592.8439212	749.358779	697.1690553	366.143213	579.764314	608.6784729	UTP11	protein_coding
ENSG00000183542	16.19676856	-0.490784918	1.090720233	-0.449964072	0.652736347	0.878745782	25.62865239	19.69836878	20.80379554	0	16.10456428	14.94523036	KLRC4	protein_coding
ENSG00000183576	895.8264594	-0.426623316	0.232134201	-1.837830502	0.066087386	0.234391206	954.062852	1103.929417	972.9402985	813.6515844	780.1240402	750.2505641	SETD3	protein_coding
ENSG00000183604	44.5190719	0.093811595	0.809062463	0.115950991	0.907691383	0.973560428	66.7312081	18.87760341	71.1199522	0	53.05032939	57.33533829	SMG1P5	transcribed_unprocessed_pseudogene
ENSG00000183605	606.290205	-0.393796421	0.287254615	-1.370896763	0.170407141	0.435678951	646.0354639	758.3871981	569.927236	732.286426	478.4002918	452.7046142	SFXN4	protein_coding
ENSG00000183615	13.31830458	0.552742649	1.227503233	0.450298325	0.652495347	0.87866337	5.319154269	9.028419025	6.773328781	40.68257922	8.052282139	10.05406406	FAM167B	protein_coding
ENSG00000183621	45.70700141	-0.468663512	0.726216834	-0.645349282	0.518700863	0.799580808	55.1257806	74.68964829	46.92949227	0	48.31369283	49.18339446	ZNF438	protein_coding
ENSG00000183624	750.8391507	-0.816392315	0.262149568	-3.114223383	0.001844298	0.014784635	918.7630101	1007.899869	853.9232356	732.286426	499.2414926	492.9208705	HMCES	protein_coding
ENSG00000183648	431.6648949	-0.459693929	0.324336086	-1.417338214	0.156384068	0.411948114	380.0777505	641.8385161	378.3387933	488.1909507	361.8790326	339.6643264	NDUFB1	protein_coding
ENSG00000183655	75.26412404	-1.642568185	0.532530062	-3.084460955	0.002039214	0.016074705	114.6035965	111.6240898	113.2113525	40.68257922	35.05111049	36.41201579	KLHL25	protein_coding
ENSG00000183665	152.2428313	0.130797491	0.490551508	0.266633551	0.789751321	0.936864959	113.1529181	144.4547044	108.8570697	325.4606338	102.7850132	118.7466485	TRMT12	protein_coding
ENSG00000183684	1299.829259	-0.398341275	0.280703293	-1.419083014	0.155874816	0.411197651	1255.320407	1840.976716	1120.985913	1586.62059	1012.219231	982.8526948	ALYREF	protein_coding
ENSG00000183696	1240.832087	0.828234064	0.261721093	3.164567493	0.001553136	0.012771178	750.4843114	1007.079104	749.4204487	2196.859278	1381.676882	1359.4725	UPP1	protein_coding
